action hero	0.822604071849
alternate history	0.681094643131
ambiguous ending	0.766792280428
americana	0.575438830137
anime	0.548823542494
anti hero	0.527141499845
avant-garde	0.900689606271
b movie	0.708734897395
bank heist	0.857135497015
based on book	0.525346313354
based on play	0.882791587153
based on comic	0.638109141027
based on comic book	0.95064185815
based on novel	0.719164674893
based on novella	0.481247593928
based on short story	0.592340370262
battle	0.874450353587
betrayal	0.506679508755
biker	0.724647696205
black comedy	0.842933171106
blockbuster	0.517853243277
bollywood	0.689842105029
breaking the fourth wall	0.667148253325
business	0.731100933131
caper	0.43131114454
car accident	0.72761509898
car chase	0.791726368595
car crash	0.736223011842
character name in title	0.838023065595
character's point of view camera shot	0.80857257268
chick flick	0.604797484662
coming of age	0.788742038937
competition	0.893399716481
conspiracy	0.969573528549
corruption	0.737532186229
criminal mastermind	0.606655138279
cult	0.654650519695
cult film	0.558357364606
cyberpunk	1.0
dark hero	0.684751824183
deus ex machina	0.895058921226
dialogue driven	0.719774578417
dialogue driven storyline	0.793325160885
directed by star	0.902597362032
director cameo	0.680916911802
double cross	0.487825341063
dream sequence	0.637410352394
dystopia	0.858712755898
ensemble cast	0.885073321465
epic	0.415787749492
espionage	0.616375707573
experimental	0.751664475671
experimental film	0.754697606451
fairy tale	0.611205958582
famous line	0.78380527465
famous opening theme	1.0
famous score	0.580671180173
fantasy sequence	0.694165477518
farce	0.574223409811
father daughter relationship	0.606861524183
father son relationship	0.643257260819
femme fatale	0.422812927429
fictional biography	0.847450336916
flashback	0.647132820698
french new wave	1.0
futuristic	0.730044228119
good versus evil	0.618419980993
heist	0.745481502655
hero	0.867302069616
high school	0.849752808027
husband wife relationship	0.662815524709
idealism	0.946490647422
independent film	0.841945373914
investigation	0.69733374117
alternate history	0.681094643131
ambiguous ending	0.766792280428
americana	0.575438830137
anime	0.548823542494
anti hero	0.527141499845
avant-garde	0.900689606271
b movie	0.708734897395
bank heist	0.857135497015
based on book	0.525346313354
based on play	0.882791587153
based on comic	0.638109141027
based on comic book	0.95064185815
based on novel	0.719164674893
based on novella	0.481247593928
based on short story	0.592340370262
battle	0.874450353587
betrayal	0.506679508755
biker	0.724647696205
black comedy	0.842933171106
blockbuster	0.517853243277
bollywood	0.689842105029
breaking the fourth wall	0.667148253325
business	0.731100933131
caper	0.43131114454
car accident	0.72761509898
car chase	0.791726368595
car crash	0.736223011842
character name in title	0.838023065595
character's point of view camera shot	0.80857257268
chick flick	0.604797484662
coming of age	0.788742038937
competition	0.893399716481
conspiracy	0.969573528549
corruption	0.737532186229
criminal mastermind	0.606655138279
cult	0.654650519695
cult film	0.558357364606
cyberpunk	1.0
dark hero	0.684751824183
deus ex machina	0.895058921226
dialogue driven	0.719774578417
dialogue driven storyline	0.793325160885
directed by star	0.902597362032
director cameo	0.680916911802
double cross	0.487825341063
dream sequence	0.637410352394
dystopia	0.858712755898
ensemble cast	0.885073321465
epic	0.415787749492
espionage	0.616375707573
experimental	0.751664475671
experimental film	0.754697606451
fairy tale	0.611205958582
famous line	0.78380527465
famous opening theme	1.0
famous score	0.580671180173
fantasy sequence	0.694165477518
farce	0.574223409811
father daughter relationship	0.606861524183
father son relationship	0.643257260819
femme fatale	0.422812927429
fictional biography	0.847450336916
flashback	0.647132820698
french new wave	1.0
futuristic	0.730044228119
good versus evil	0.618419980993
heist	0.745481502655
hero	0.867302069616
high school	0.849752808027
husband wife relationship	0.662815524709
idealism	0.946490647422
independent film	0.841945373914
investigation	0.69733374117
kidnapping	0.814965779795
knight	0.739219780005
kung fu	0.953345656042
macguffin	1.0
medieval times	0.430981793726
mockumentary	1.0
monster	1.0
mother daughter relationship	0.625599790089
mother son relationship	0.94078540413
multiple actors playing same role	0.745887224271
multiple endings	0.695144220464
multiple perspectives	0.539618616267
multiple storyline	0.599402358168
multiple time frames	0.788049838847
murder	1.0
musical number	0.813430846435
neo noir	0.787949758218
neorealism	0.744676316627
ninja	1.0
no background score	0.54665362639
no music	0.948081928684
no opening credits	0.831210334449
no title at beginning	0.646296740684
nonlinear timeline	1.0
on the run	0.672763812678
one against many	0.651794471677
one man army	0.802782262568
opening action scene	1.0
organized crime	0.758644586338
parenthood	0.539458182705
parody	0.611642170771
plot twist	0.49195544609
police corruption	0.770113929398
police detective	0.724891522035
post-apocalypse	0.720730332549
postmodern	0.749524940314
psychopath	0.66606626865
race against time	0.628923592548
redemption	0.821028160786
remake	0.7562894154
rescue	1.0
road movie	0.892563187374
robbery	0.732982783836
robot	0.779964869497
rotoscoping	0
satire	0.936790211412
self sacrifice	0.787084059804
serial killer	0.619198402053
shakespeare	0.777290811228
shootout	0.611916756469
show within a show	0.651868297552
slasher	0.418754854377
southern gothic	0.635080199372
spaghetti western	0.884945969027
spirituality	0.816293366554
spoof	0.620951300464
steampunk	0.968236661985
subjective camera	0.838031047746
superhero	0.498675871061
supernatural	0.782238484462
surprise ending	0.485405916405
swashbuckler	1.0
sword and sandal	0.787060067218
tech-noir	0.603420488775
time travel	0.776908153616
title spoken by character	0.594508899005
told in flashback	0.746059960574
vampire	1.0
virtual reality	0.30149793207
voice over narration	0.822317082089
whistleblower	0.737437779678
wilhelm scream	0.693943807391
wuxia	0.684068087655
zombie	1.0
