action hero	0.453249018581
alternate history	0.525353347275
ambiguous ending	0.390360515508
americana	0.287610913263
anime	0.76430335663
anti hero	0.302350060996
avant-garde	0.503457531627
b movie	0.526821857508
bank heist	0.425773697632
based on book	0.154068859219
based on play	0.45531997555
based on comic	0.606784937209
based on comic book	1.0
based on novel	0.159024035113
based on novella	0.205277521611
based on short story	0.443966083874
battle	0.7625012306
betrayal	0.55570374824
biker	0.601503388492
black comedy	0.477142767317
blockbuster	1.0
bollywood	0.445315383857
breaking the fourth wall	0.611941282612
business	0.612457943388
caper	0.310631228876
car accident	0.403621591095
car chase	0.605967030003
car crash	0.463251595145
character name in title	1.0
character's point of view camera shot	0.541678436229
chick flick	0.446519978194
coming of age	0.60808663191
competition	0.514087841393
conspiracy	1.0
corruption	0.562925669957
criminal mastermind	0.282096667928
cult	0.538799113015
cult film	0.392958187971
cyberpunk	1.0
dark hero	0.310329687399
deus ex machina	0.53684079915
dialogue driven	0.824169683257
dialogue driven storyline	0.710721695775
directed by star	1.0
director cameo	0.638939166532
double cross	0.336704398823
dream sequence	0.460860011677
dystopia	0.597312982525
ensemble cast	1.0
epic	0.132603332309
espionage	0.43448169289
experimental	0.596891401428
experimental film	0.596891401428
fairy tale	0.611793001063
famous line	1.0
famous opening theme	1.0
famous score	0.468151598099
fantasy sequence	1.0
farce	0.268838607266
father daughter relationship	0.342043978048
father son relationship	0.571277816542
femme fatale	0.157895624557
fictional biography	0.584704998184
flashback	0.46234674826
french new wave	1.0
futuristic	0.610411745707
good versus evil	0.28304395965
heist	0.325129775145
hero	0.346010937767
high school	0.21545924759
husband wife relationship	0.516976254974
idealism	1.0
independent film	1.0
investigation	1.0
alternate history	0.525353347275
ambiguous ending	0.390360515508
americana	0.287610913263
anime	0.76430335663
anti hero	0.302350060996
avant-garde	0.503457531627
b movie	0.526821857508
bank heist	0.425773697632
based on book	0.154068859219
based on play	0.45531997555
based on comic	0.606784937209
based on comic book	1.0
based on novel	0.159024035113
based on novella	0.205277521611
based on short story	0.443966083874
battle	0.7625012306
betrayal	0.55570374824
biker	0.601503388492
black comedy	0.477142767317
blockbuster	1.0
bollywood	0.445315383857
breaking the fourth wall	0.611941282612
business	0.612457943388
caper	0.310631228876
car accident	0.403621591095
car chase	0.605967030003
car crash	0.463251595145
character name in title	1.0
character's point of view camera shot	0.541678436229
chick flick	0.446519978194
coming of age	0.60808663191
competition	0.514087841393
conspiracy	1.0
corruption	0.562925669957
criminal mastermind	0.282096667928
cult	0.538799113015
cult film	0.392958187971
cyberpunk	1.0
dark hero	0.310329687399
deus ex machina	0.53684079915
dialogue driven	0.824169683257
dialogue driven storyline	0.710721695775
directed by star	1.0
director cameo	0.638939166532
double cross	0.336704398823
dream sequence	0.460860011677
dystopia	0.597312982525
ensemble cast	1.0
epic	0.132603332309
espionage	0.43448169289
experimental	0.596891401428
experimental film	0.596891401428
fairy tale	0.611793001063
famous line	1.0
famous opening theme	1.0
famous score	0.468151598099
fantasy sequence	1.0
farce	0.268838607266
father daughter relationship	0.342043978048
father son relationship	0.571277816542
femme fatale	0.157895624557
fictional biography	0.584704998184
flashback	0.46234674826
french new wave	1.0
futuristic	0.610411745707
good versus evil	0.28304395965
heist	0.325129775145
hero	0.346010937767
high school	0.21545924759
husband wife relationship	0.516976254974
idealism	1.0
independent film	1.0
investigation	1.0
kidnapping	1.0
knight	0.486342127465
kung fu	1.0
macguffin	1.0
medieval times	0.384767467629
mockumentary	1.0
monster	1.0
mother daughter relationship	0.500071710048
mother son relationship	0.454103444702
multiple actors playing same role	0.542746064904
multiple endings	0.476951328093
multiple perspectives	0.443394302555
multiple storyline	0.577170885375
multiple time frames	0.568646492193
murder	1.0
musical number	0.333275233387
neo noir	0.602132493726
neorealism	1.0
ninja	1.0
no background score	0.323814042308
no music	1.0
no opening credits	0.517544558314
no title at beginning	1.0
nonlinear timeline	0.787024157755
on the run	0.466264521675
one against many	0.485049967927
one man army	0.530269225003
opening action scene	0.582506029513
organized crime	1.0
parenthood	0.211737761459
parody	0.232001587723
plot twist	0.193445124334
police corruption	0.304965240103
police detective	0.382296319219
post-apocalypse	1.0
postmodern	0.544956239793
psychopath	0.434852863888
race against time	0.308762750575
redemption	1.0
remake	1.0
rescue	1.0
road movie	0.417318719805
robbery	0.604359375441
robot	0.438701970347
rotoscoping	0
satire	1.0
self sacrifice	1.0
serial killer	0.265807170478
shakespeare	0.605848331545
shootout	0.426222587114
show within a show	0.28062432055
slasher	0.177249065268
southern gothic	0.526388762504
spaghetti western	0.647885832802
spirituality	1.0
spoof	0.608781133707
steampunk	1.0
subjective camera	1.0
superhero	0.419793874502
supernatural	1.0
surprise ending	0.226716368295
swashbuckler	1.0
sword and sandal	0.340811314688
tech-noir	0.565224267317
time travel	0.620162017885
title spoken by character	1.0
told in flashback	0.46234674826
vampire	0.463988504455
virtual reality	0.103528062763
voice over narration	0.559835119345
whistleblower	0.593163359986
wilhelm scream	1.0
wuxia	0.573101500538
zombie	1.0
