action hero	0.765170468228
alternate history	0.665342372149
ambiguous ending	0.75399629586
americana	0.575438830137
anime	0.548823542494
anti hero	0.527141499845
avant-garde	0.869138805269
b movie	0.708734897395
bank heist	0.810799172956
based on book	0.466767734905
based on play	0.864609723397
based on comic	0.638109141027
based on comic book	0.948831001668
based on novel	0.665239014374
based on novella	0.481247593928
based on short story	0.592340370262
battle	0.853209576099
betrayal	0.506679508755
biker	0.724647696205
black comedy	0.794429778391
blockbuster	0.517853243277
bollywood	0.663609607513
breaking the fourth wall	0.667148253325
business	0.719790436204
caper	0.43131114454
car accident	0.685121494553
car chase	0.774151354581
car crash	0.709102205503
character name in title	0.731082191677
character's point of view camera shot	0.802332090317
chick flick	0.604797484662
coming of age	0.779646435412
competition	0.844876785682
conspiracy	0.958722562703
corruption	0.715283969841
criminal mastermind	0.606655138279
cult	0.654650519695
cult film	0.558357364606
cyberpunk	1.0
dark hero	0.619167070384
deus ex machina	0.882398146187
dialogue driven	0.719774578417
dialogue driven storyline	0.793325160885
directed by star	0.890072197481
director cameo	0.680916911802
double cross	0.487825341063
dream sequence	0.600543307653
dystopia	0.788543079897
ensemble cast	0.825639341973
epic	0.415787749492
espionage	0.616375707573
experimental	0.751664475671
experimental film	0.754697606451
fairy tale	0.591857341968
famous line	0.765594590536
famous opening theme	1.0
famous score	0.580671180173
fantasy sequence	0.694165477518
farce	0.523802538699
father daughter relationship	0.552619031309
father son relationship	0.627715554664
femme fatale	0.374512246478
fictional biography	0.78962265941
flashback	0.640438778505
french new wave	1.0
futuristic	0.721573641828
good versus evil	0.583862517026
heist	0.715424891085
hero	0.808652703389
high school	0.812827285145
husband wife relationship	0.647117388387
idealism	0.942225046718
independent film	0.841945373914
investigation	0.680097968004
alternate history	0.665342372149
ambiguous ending	0.75399629586
americana	0.575438830137
anime	0.548823542494
anti hero	0.527141499845
avant-garde	0.869138805269
b movie	0.708734897395
bank heist	0.810799172956
based on book	0.466767734905
based on play	0.864609723397
based on comic	0.638109141027
based on comic book	0.948831001668
based on novel	0.665239014374
based on novella	0.481247593928
based on short story	0.592340370262
battle	0.853209576099
betrayal	0.506679508755
biker	0.724647696205
black comedy	0.794429778391
blockbuster	0.517853243277
bollywood	0.663609607513
breaking the fourth wall	0.667148253325
business	0.719790436204
caper	0.43131114454
car accident	0.685121494553
car chase	0.774151354581
car crash	0.709102205503
character name in title	0.731082191677
character's point of view camera shot	0.802332090317
chick flick	0.604797484662
coming of age	0.779646435412
competition	0.844876785682
conspiracy	0.958722562703
corruption	0.715283969841
criminal mastermind	0.606655138279
cult	0.654650519695
cult film	0.558357364606
cyberpunk	1.0
dark hero	0.619167070384
deus ex machina	0.882398146187
dialogue driven	0.719774578417
dialogue driven storyline	0.793325160885
directed by star	0.890072197481
director cameo	0.680916911802
double cross	0.487825341063
dream sequence	0.600543307653
dystopia	0.788543079897
ensemble cast	0.825639341973
epic	0.415787749492
espionage	0.616375707573
experimental	0.751664475671
experimental film	0.754697606451
fairy tale	0.591857341968
famous line	0.765594590536
famous opening theme	1.0
famous score	0.580671180173
fantasy sequence	0.694165477518
farce	0.523802538699
father daughter relationship	0.552619031309
father son relationship	0.627715554664
femme fatale	0.374512246478
fictional biography	0.78962265941
flashback	0.640438778505
french new wave	1.0
futuristic	0.721573641828
good versus evil	0.583862517026
heist	0.715424891085
hero	0.808652703389
high school	0.812827285145
husband wife relationship	0.647117388387
idealism	0.942225046718
independent film	0.841945373914
investigation	0.680097968004
kidnapping	0.802809676368
knight	0.681768281982
kung fu	1.0
macguffin	1.0
medieval times	0.430981793726
mockumentary	1.0
monster	1.0
mother daughter relationship	0.625599790089
mother son relationship	0.784999847863
multiple actors playing same role	0.708461324697
multiple endings	0.695144220464
multiple perspectives	0.539618616267
multiple storyline	0.599402358168
multiple time frames	0.762553155919
murder	1.0
musical number	0.771987297503
neo noir	0.750556278419
neorealism	0.744676316627
ninja	1.0
no background score	0.54665362639
no music	0.94417901505
no opening credits	0.831210334449
no title at beginning	0.646296740684
nonlinear timeline	1.0
on the run	0.672763812678
one against many	0.651794471677
one man army	0.768065211322
opening action scene	1.0
organized crime	0.721573874381
parenthood	0.493503443952
parody	0.590692045979
plot twist	0.49195544609
police corruption	0.712555470335
police detective	0.69305522965
post-apocalypse	0.704063122581
postmodern	0.749524940314
psychopath	0.66606626865
race against time	0.539408425151
redemption	0.786586704199
remake	0.692011894516
rescue	0.914207712293
road movie	0.879380729195
robbery	0.71407680185
robot	0.741775596832
rotoscoping	0
satire	0.902954496712
self sacrifice	0.777213021137
serial killer	0.568148580748
shakespeare	0.715436629047
shootout	0.57511375704
show within a show	0.569890548556
slasher	0.418754854377
southern gothic	0.617201553189
spaghetti western	0.865125313851
spirituality	0.79283599208
spoof	0.620951300464
steampunk	1.0
subjective camera	0.824057410561
superhero	0.498675871061
supernatural	0.782238484462
surprise ending	0.461190854324
swashbuckler	1.0
sword and sandal	0.714702921663
tech-noir	0.603420488775
time travel	0.759614928248
title spoken by character	0.594508899005
told in flashback	0.71893451559
vampire	1.0
virtual reality	0.30149793207
voice over narration	0.813147992451
whistleblower	0.694662488397
wilhelm scream	0.681638098454
wuxia	0.684068087655
zombie	0.872139437661
