action hero	0.601830240569
alternate history	0.575454908885
ambiguous ending	0.569579443113
americana	0.46641712847
anime	0.511555471694
anti hero	0.410724456241
avant-garde	0.833705954486
b movie	0.606323546876
bank heist	0.723662990753
based on book	0.278701861656
based on play	0.771715235299
based on comic	0.532572337251
based on comic book	1.0
based on novel	0.50728343261
based on novella	0.311224237692
based on short story	0.506254800632
battle	0.801627550763
betrayal	0.397581261009
biker	0.664065698162
black comedy	0.623610798156
blockbuster	0.416596680735
bollywood	0.560107698234
breaking the fourth wall	0.568075088403
business	0.605622836303
caper	0.364906970476
car accident	0.544121170514
car chase	0.75760358928
car crash	0.610690332422
character name in title	0.506199873762
character's point of view camera shot	0.703209175641
chick flick	0.555556913163
coming of age	0.7000267826
competition	0.713117405781
conspiracy	0.662871179433
corruption	0.614453042832
criminal mastermind	0.470625720298
cult	0.545402567884
cult film	0.467139925286
cyberpunk	1.0
dark hero	0.441480842558
deus ex machina	0.816018893233
dialogue driven	0.673454567655
dialogue driven storyline	0.740275801787
directed by star	1.0
director cameo	0.8302500571
double cross	0.400691529573
dream sequence	0.493897321985
dystopia	0.719715467523
ensemble cast	1.0
epic	0.198206919361
espionage	0.513110130063
experimental	0.814987604091
experimental film	0.814987604091
fairy tale	0.518940645474
famous line	0.664986642128
famous opening theme	1.0
famous score	0.459626239978
fantasy sequence	0.620894004232
farce	0.376995943823
father daughter relationship	0.452192670243
father son relationship	0.693683228271
femme fatale	0.242853407084
fictional biography	0.606749041905
flashback	0.492711263702
french new wave	1.0
futuristic	0.537987258899
good versus evil	0.405371776171
heist	0.609888842021
hero	0.688300320174
high school	0.720608286334
husband wife relationship	0.580224892155
idealism	1.0
independent film	1.0
investigation	0.550133553455
alternate history	0.575454908885
ambiguous ending	0.569579443113
americana	0.46641712847
anime	0.511555471694
anti hero	0.410724456241
avant-garde	0.833705954486
b movie	0.606323546876
bank heist	0.723662990753
based on book	0.278701861656
based on play	0.771715235299
based on comic	0.532572337251
based on comic book	1.0
based on novel	0.50728343261
based on novella	0.311224237692
based on short story	0.506254800632
battle	0.801627550763
betrayal	0.397581261009
biker	0.664065698162
black comedy	0.623610798156
blockbuster	0.416596680735
bollywood	0.560107698234
breaking the fourth wall	0.568075088403
business	0.605622836303
caper	0.364906970476
car accident	0.544121170514
car chase	0.75760358928
car crash	0.610690332422
character name in title	0.506199873762
character's point of view camera shot	0.703209175641
chick flick	0.555556913163
coming of age	0.7000267826
competition	0.713117405781
conspiracy	0.662871179433
corruption	0.614453042832
criminal mastermind	0.470625720298
cult	0.545402567884
cult film	0.467139925286
cyberpunk	1.0
dark hero	0.441480842558
deus ex machina	0.816018893233
dialogue driven	0.673454567655
dialogue driven storyline	0.740275801787
directed by star	1.0
director cameo	0.8302500571
double cross	0.400691529573
dream sequence	0.493897321985
dystopia	0.719715467523
ensemble cast	1.0
epic	0.198206919361
espionage	0.513110130063
experimental	0.814987604091
experimental film	0.814987604091
fairy tale	0.518940645474
famous line	0.664986642128
famous opening theme	1.0
famous score	0.459626239978
fantasy sequence	0.620894004232
farce	0.376995943823
father daughter relationship	0.452192670243
father son relationship	0.693683228271
femme fatale	0.242853407084
fictional biography	0.606749041905
flashback	0.492711263702
french new wave	1.0
futuristic	0.537987258899
good versus evil	0.405371776171
heist	0.609888842021
hero	0.688300320174
high school	0.720608286334
husband wife relationship	0.580224892155
idealism	1.0
independent film	1.0
investigation	0.550133553455
kidnapping	0.774021779157
knight	0.47088873396
kung fu	1.0
macguffin	1.0
medieval times	0.550666552141
mockumentary	0.819919438319
monster	1.0
mother daughter relationship	0.547487598518
mother son relationship	1.0
multiple actors playing same role	0.694300377468
multiple endings	0.654515411354
multiple perspectives	0.521574921239
multiple storyline	0.517727110295
multiple time frames	0.651544727785
murder	1.0
musical number	0.642555691031
neo noir	1.0
neorealism	0.706020713795
ninja	1.0
no background score	0.404865709945
no music	1.0
no opening credits	0.774714132334
no title at beginning	0.798114236479
nonlinear timeline	1.0
on the run	0.56866458261
one against many	0.548127833555
one man army	0.638771025144
opening action scene	1.0
organized crime	0.592952384263
parenthood	0.354410861244
parody	0.429174760689
plot twist	0.291390862926
police corruption	0.466303464105
police detective	0.517252537268
post-apocalypse	0.581422115835
postmodern	0.590657242744
psychopath	0.507260930786
race against time	0.453782864723
redemption	0.752606227399
remake	0.591986713727
rescue	0.577414634414
road movie	0.829557778782
robbery	0.606350415609
robot	0.448659529239
rotoscoping	0
satire	1.0
self sacrifice	0.642343850227
serial killer	0.467056869351
shakespeare	0.511986217112
shootout	0.468562199217
show within a show	0.401742366281
slasher	0.324956373904
southern gothic	0.476397013465
spaghetti western	0.763176710553
spirituality	0.511940318378
spoof	0.709473584984
steampunk	1.0
subjective camera	0.762711148013
superhero	0.459225275166
supernatural	1.0
surprise ending	0.320019998943
swashbuckler	1.0
sword and sandal	0.569329450043
tech-noir	0.48485352624
time travel	0.668148785842
title spoken by character	0.541507847659
told in flashback	0.572662957751
vampire	1.0
virtual reality	0.163029503169
voice over narration	0.742692876615
whistleblower	0.487849920913
wilhelm scream	0.573269032594
wuxia	0.64720942414
zombie	0.554932530626
